Year,Month,State,Age Group,COVID-19 Deaths,Total COVID Deaths,Death Proportion
2020,5,New York,50-64 years,377.0,2697.0,0.13978494623655913
2020,5,New York,65-74 years,520.0,2697.0,0.19280682239525399
2020,5,New York,75-84 years,638.0,2697.0,0.23655913978494625
2020,5,New York,85 years and over,1066.0,2697.0,0.39525398591027067
2020,5,North Carolina,0-17 years,0.0,527.0,0.0
2020,5,North Carolina,18-29 years,0.0,527.0,0.0
2020,5,North Carolina,30-39 years,0.0,527.0,0.0
2020,5,North Carolina,40-49 years,22.0,527.0,0.04174573055028463
2020,5,North Carolina,50-64 years,77.0,527.0,0.1461100569259962
2020,5,North Carolina,65-74 years,108.0,527.0,0.2049335863377609
2020,5,North Carolina,75-84 years,146.0,527.0,0.27703984819734345
2020,5,North Carolina,85 years and over,174.0,527.0,0.3301707779886148
2020,5,North Dakota,0-17 years,0.0,37.0,0.0
2020,5,North Dakota,18-29 years,0.0,37.0,0.0
2020,5,North Dakota,30-39 years,0.0,37.0,0.0
2020,5,North Dakota,40-49 years,0.0,37.0,0.0
2020,5,North Dakota,50-64 years,0.0,37.0,0.0
2020,5,North Dakota,65-74 years,0.0,37.0,0.0
2020,5,North Dakota,75-84 years,12.0,37.0,0.32432432432432434
2020,5,North Dakota,85 years and over,25.0,37.0,0.6756756756756757
2020,5,Ohio,0-17 years,0.0,1132.0,0.0
2020,5,Ohio,18-29 years,0.0,1132.0,0.0
2020,5,Ohio,30-39 years,0.0,1132.0,0.0
2020,5,Ohio,40-49 years,14.0,1132.0,0.012367491166077738
2020,5,Ohio,50-64 years,127.0,1132.0,0.11219081272084806
2020,5,Ohio,65-74 years,210.0,1132.0,0.1855123674911661
2020,5,Ohio,75-84 years,329.0,1132.0,0.29063604240282687
2020,5,Ohio,85 years and over,452.0,1132.0,0.3992932862190813
2020,5,Oklahoma,0-17 years,0.0,113.0,0.0
2020,5,Oklahoma,18-29 years,0.0,113.0,0.0
2020,5,Oklahoma,30-39 years,0.0,113.0,0.0
2020,5,Oklahoma,40-49 years,0.0,113.0,0.0
2020,5,Oklahoma,50-64 years,16.0,113.0,0.1415929203539823
2020,5,Oklahoma,65-74 years,28.0,113.0,0.24778761061946902
2020,5,Oklahoma,75-84 years,29.0,113.0,0.25663716814159293
2020,5,Oklahoma,85 years and over,40.0,113.0,0.35398230088495575
2020,5,Oregon,0-17 years,0.0,58.0,0.0
2020,5,Oregon,18-29 years,0.0,58.0,0.0
2020,5,Oregon,30-39 years,0.0,58.0,0.0
2020,5,Oregon,40-49 years,0.0,58.0,0.0
2020,5,Oregon,50-64 years,11.0,58.0,0.1896551724137931
2020,5,Oregon,65-74 years,17.0,58.0,0.29310344827586204
2020,5,Oregon,75-84 years,15.0,58.0,0.25862068965517243
2020,5,Oregon,85 years and over,15.0,58.0,0.25862068965517243
2020,5,Pennsylvania,0-17 years,0.0,2705.0,0.0
2020,5,Pennsylvania,18-29 years,0.0,2705.0,0.0
2020,5,Pennsylvania,30-39 years,10.0,2705.0,0.0036968576709796672
2020,5,Pennsylvania,40-49 years,46.0,2705.0,0.017005545286506468
2020,5,Pennsylvania,50-64 years,277.0,2705.0,0.10240295748613679
2020,5,Pennsylvania,65-74 years,478.0,2705.0,0.1767097966728281
2020,5,Pennsylvania,75-84 years,652.0,2705.0,0.24103512014787432
2020,5,Pennsylvania,85 years and over,1242.0,2705.0,0.45914972273567467
2020,5,Rhode Island,0-17 years,0.0,458.0,0.0
2020,5,Rhode Island,18-29 years,0.0,458.0,0.0
2020,5,Rhode Island,30-39 years,0.0,458.0,0.0
2020,5,Rhode Island,40-49 years,0.0,458.0,0.0
2020,5,Rhode Island,50-64 years,34.0,458.0,0.07423580786026202
2020,5,Rhode Island,65-74 years,73.0,458.0,0.15938864628820962
2020,5,Rhode Island,75-84 years,130.0,458.0,0.2838427947598253
2020,5,Rhode Island,85 years and over,221.0,458.0,0.48253275109170307
2020,5,South Carolina,0-17 years,0.0,283.0,0.0
2020,5,South Carolina,18-29 years,0.0,283.0,0.0
2020,5,South Carolina,30-39 years,0.0,283.0,0.0
2020,5,South Carolina,40-49 years,0.0,283.0,0.0
2020,5,South Carolina,50-64 years,43.0,283.0,0.1519434628975265
2020,5,South Carolina,65-74 years,68.0,283.0,0.24028268551236748
2020,5,South Carolina,75-84 years,96.0,283.0,0.3392226148409894
2020,5,South Carolina,85 years and over,76.0,283.0,0.26855123674911663
2020,5,South Dakota,0-17 years,0.0,26.0,0.0
2020,5,South Dakota,18-29 years,0.0,26.0,0.0
2020,5,South Dakota,30-39 years,0.0,26.0,0.0
2020,5,South Dakota,40-49 years,0.0,26.0,0.0
2020,5,South Dakota,50-64 years,10.0,26.0,0.38461538461538464
2020,5,South Dakota,65-74 years,0.0,26.0,0.0
2020,5,South Dakota,75-84 years,0.0,26.0,0.0
2020,5,South Dakota,85 years and over,16.0,26.0,0.6153846153846154
2020,5,Tennessee,0-17 years,0.0,194.0,0.0
2020,5,Tennessee,18-29 years,0.0,194.0,0.0
2020,5,Tennessee,30-39 years,0.0,194.0,0.0
2020,5,Tennessee,40-49 years,11.0,194.0,0.05670103092783505
2020,5,Tennessee,50-64 years,37.0,194.0,0.19072164948453607
2020,5,Tennessee,65-74 years,48.0,194.0,0.24742268041237114
2020,5,Tennessee,75-84 years,53.0,194.0,0.27319587628865977
2020,5,Tennessee,85 years and over,45.0,194.0,0.23195876288659795
2020,5,Texas,0-17 years,0.0,958.0,0.0
2020,5,Texas,18-29 years,0.0,958.0,0.0
2020,5,Texas,30-39 years,11.0,958.0,0.011482254697286013
2020,5,Texas,40-49 years,40.0,958.0,0.04175365344467641
2020,5,Texas,50-64 years,232.0,958.0,0.24217118997912318
2020,5,Texas,65-74 years,234.0,958.0,0.24425887265135698
2020,5,Texas,75-84 years,224.0,958.0,0.23382045929018788
2020,5,Texas,85 years and over,217.0,958.0,0.2265135699373695
2020,5,Utah,0-17 years,0.0,66.0,0.0
2020,5,Utah,18-29 years,0.0,66.0,0.0
2020,5,Utah,30-39 years,0.0,66.0,0.0
2020,5,Utah,40-49 years,0.0,66.0,0.0
2020,5,Utah,50-64 years,14.0,66.0,0.21212121212121213
2020,5,Utah,65-74 years,20.0,66.0,0.30303030303030304
2020,5,Utah,75-84 years,13.0,66.0,0.19696969696969696
2020,5,Utah,85 years and over,19.0,66.0,0.2878787878787879
2020,5,Vermont,0-17 years,0.0,0.0,0.0
2020,5,Vermont,18-29 years,0.0,0.0,0.0
2020,5,Vermont,30-39 years,0.0,0.0,0.0
2020,5,Vermont,40-49 years,0.0,0.0,0.0
2020,5,Vermont,50-64 years,0.0,0.0,0.0
2020,5,Vermont,65-74 years,0.0,0.0,0.0
2020,5,Vermont,75-84 years,0.0,0.0,0.0
2020,5,Vermont,85 years and over,0.0,0.0,0.0
2020,5,Virginia,0-17 years,0.0,841.0,0.0
2020,5,Virginia,18-29 years,0.0,841.0,0.0
2020,5,Virginia,30-39 years,0.0,841.0,0.0
2020,5,Virginia,40-49 years,18.0,841.0,0.02140309155766944
2020,5,Virginia,50-64 years,94.0,841.0,0.1117717003567182
2020,5,Virginia,65-74 years,155.0,841.0,0.18430439952437574
2020,5,Virginia,75-84 years,236.0,841.0,0.2806183115338882
2020,5,Virginia,85 years and over,338.0,841.0,0.40190249702734837
2020,5,Washington,0-17 years,0.0,263.0,0.0
2020,5,Washington,18-29 years,0.0,263.0,0.0
2020,5,Washington,30-39 years,0.0,263.0,0.0
2020,5,Washington,40-49 years,0.0,263.0,0.0
2020,5,Washington,50-64 years,33.0,263.0,0.12547528517110265
2020,5,Washington,65-74 years,57.0,263.0,0.21673003802281368
2020,5,Washington,75-84 years,68.0,263.0,0.2585551330798479
2020,5,Washington,85 years and over,105.0,263.0,0.39923954372623577
2020,5,West Virginia,0-17 years,0.0,25.0,0.0
2020,5,West Virginia,18-29 years,0.0,25.0,0.0
2020,5,West Virginia,30-39 years,0.0,25.0,0.0
2020,5,West Virginia,40-49 years,0.0,25.0,0.0
2020,5,West Virginia,50-64 years,0.0,25.0,0.0
2020,5,West Virginia,65-74 years,13.0,25.0,0.52
2020,5,West Virginia,75-84 years,0.0,25.0,0.0
2020,5,West Virginia,85 years and over,12.0,25.0,0.48
2020,5,Wisconsin,0-17 years,0.0,283.0,0.0
2020,5,Wisconsin,18-29 years,0.0,283.0,0.0
2020,5,Wisconsin,30-39 years,0.0,283.0,0.0
2020,5,Wisconsin,40-49 years,10.0,283.0,0.0353356890459364
2020,5,Wisconsin,50-64 years,46.0,283.0,0.1625441696113074
2020,5,Wisconsin,65-74 years,54.0,283.0,0.19081272084805653
2020,5,Wisconsin,75-84 years,64.0,283.0,0.22614840989399293
2020,5,Wisconsin,85 years and over,109.0,283.0,0.38515901060070673
2020,5,Wyoming,0-17 years,0.0,0.0,0.0
2020,5,Wyoming,18-29 years,0.0,0.0,0.0
2020,5,Wyoming,30-39 years,0.0,0.0,0.0
2020,5,Wyoming,40-49 years,0.0,0.0,0.0
2020,5,Wyoming,50-64 years,0.0,0.0,0.0
2020,5,Wyoming,65-74 years,0.0,0.0,0.0
2020,5,Wyoming,75-84 years,0.0,0.0,0.0
2020,5,Wyoming,85 years and over,0.0,0.0,0.0
2020,6,Alabama,0-17 years,0.0,396.0,0.0
2020,6,Alabama,18-29 years,0.0,396.0,0.0
2020,6,Alabama,30-39 years,10.0,396.0,0.025252525252525252
2020,6,Alabama,40-49 years,18.0,396.0,0.045454545454545456
2020,6,Alabama,50-64 years,79.0,396.0,0.1994949494949495
2020,6,Alabama,65-74 years,108.0,396.0,0.2727272727272727
2020,6,Alabama,75-84 years,104.0,396.0,0.26262626262626265
2020,6,Alabama,85 years and over,77.0,396.0,0.19444444444444445
2020,6,Arizona,0-17 years,0.0,897.0,0.0
2020,6,Arizona,18-29 years,11.0,897.0,0.012263099219620958
2020,6,Arizona,30-39 years,24.0,897.0,0.026755852842809364
2020,6,Arizona,40-49 years,54.0,897.0,0.06020066889632107
2020,6,Arizona,50-64 years,188.0,897.0,0.20958751393534003
2020,6,Arizona,65-74 years,182.0,897.0,0.2028985507246377
2020,6,Arizona,75-84 years,237.0,897.0,0.26421404682274247
2020,6,Arizona,85 years and over,201.0,897.0,0.22408026755852842
2020,6,Arkansas,0-17 years,0.0,159.0,0.0
2020,6,Arkansas,18-29 years,0.0,159.0,0.0
2020,6,Arkansas,30-39 years,0.0,159.0,0.0
2020,6,Arkansas,40-49 years,13.0,159.0,0.08176100628930817
2020,6,Arkansas,50-64 years,34.0,159.0,0.2138364779874214
2020,6,Arkansas,65-74 years,23.0,159.0,0.14465408805031446
2020,6,Arkansas,75-84 years,37.0,159.0,0.23270440251572327
2020,6,Arkansas,85 years and over,52.0,159.0,0.3270440251572327
2020,6,California,0-17 years,0.0,2054.0,0.0
2020,6,California,18-29 years,13.0,2054.0,0.006329113924050633
2020,6,California,30-39 years,47.0,2054.0,0.022882181110029213
2020,6,California,40-49 years,94.0,2054.0,0.045764362220058426
2020,6,California,50-64 years,414.0,2054.0,0.20155793573515093
2020,6,California,65-74 years,435.0,2054.0,0.21178188899707887
2020,6,California,75-84 years,484.0,2054.0,0.23563777994157742
2020,6,California,85 years and over,567.0,2054.0,0.27604673807205454
2020,6,Colorado,0-17 years,0.0,178.0,0.0
2020,6,Colorado,18-29 years,0.0,178.0,0.0
2020,6,Colorado,30-39 years,0.0,178.0,0.0
2020,6,Colorado,40-49 years,0.0,178.0,0.0
2020,6,Colorado,50-64 years,39.0,178.0,0.21910112359550563
2020,6,Colorado,65-74 years,28.0,178.0,0.15730337078651685
2020,6,Colorado,75-84 years,54.0,178.0,0.30337078651685395
2020,6,Colorado,85 years and over,57.0,178.0,0.3202247191011236
2020,6,Connecticut,0-17 years,0.0,277.0,0.0
2020,6,Connecticut,18-29 years,0.0,277.0,0.0
2020,6,Connecticut,30-39 years,0.0,277.0,0.0
2020,6,Connecticut,40-49 years,0.0,277.0,0.0
2020,6,Connecticut,50-64 years,25.0,277.0,0.09025270758122744
2020,6,Connecticut,65-74 years,44.0,277.0,0.1588447653429603
2020,6,Connecticut,75-84 years,87.0,277.0,0.3140794223826715
2020,6,Connecticut,85 years and over,121.0,277.0,0.4368231046931408
2020,6,Delaware,0-17 years,0.0,52.0,0.0
2020,6,Delaware,18-29 years,0.0,52.0,0.0
2020,6,Delaware,30-39 years,0.0,52.0,0.0
2020,6,Delaware,40-49 years,0.0,52.0,0.0
2020,6,Delaware,50-64 years,0.0,52.0,0.0
2020,6,Delaware,65-74 years,12.0,52.0,0.23076923076923078
2020,6,Delaware,75-84 years,19.0,52.0,0.36538461538461536
2020,6,Delaware,85 years and over,21.0,52.0,0.40384615384615385
2020,6,District of Columbia,0-17 years,0.0,111.0,0.0
2020,6,District of Columbia,18-29 years,0.0,111.0,0.0
2020,6,District of Columbia,30-39 years,0.0,111.0,0.0
2020,6,District of Columbia,40-49 years,10.0,111.0,0.09009009009009009
2020,6,District of Columbia,50-64 years,35.0,111.0,0.3153153153153153
2020,6,District of Columbia,65-74 years,32.0,111.0,0.2882882882882883
2020,6,District of Columbia,75-84 years,21.0,111.0,0.1891891891891892
2020,6,District of Columbia,85 years and over,13.0,111.0,0.11711711711711711
2020,6,Florida,0-17 years,0.0,1072.0,0.0
2020,6,Florida,18-29 years,0.0,1072.0,0.0
2020,6,Florida,30-39 years,14.0,1072.0,0.013059701492537313
2020,6,Florida,40-49 years,32.0,1072.0,0.029850746268656716
2020,6,Florida,50-64 years,141.0,1072.0,0.13152985074626866
2020,6,Florida,65-74 years,206.0,1072.0,0.1921641791044776
2020,6,Florida,75-84 years,266.0,1072.0,0.24813432835820895
2020,6,Florida,85 years and over,413.0,1072.0,0.38526119402985076
2020,6,Georgia,0-17 years,0.0,504.0,0.0
2020,6,Georgia,18-29 years,0.0,504.0,0.0
2020,6,Georgia,30-39 years,0.0,504.0,0.0
2020,6,Georgia,40-49 years,27.0,504.0,0.05357142857142857
2020,6,Georgia,50-64 years,88.0,504.0,0.1746031746031746
2020,6,Georgia,65-74 years,106.0,504.0,0.21031746031746032
2020,6,Georgia,75-84 years,142.0,504.0,0.28174603174603174
2020,6,Georgia,85 years and over,141.0,504.0,0.27976190476190477
2020,6,Idaho,0-17 years,0.0,0.0,0.0
2020,6,Idaho,18-29 years,0.0,0.0,0.0
2020,6,Idaho,30-39 years,0.0,0.0,0.0
2020,6,Idaho,40-49 years,0.0,0.0,0.0
2020,6,Idaho,50-64 years,0.0,0.0,0.0
2020,6,Idaho,65-74 years,0.0,0.0,0.0
2020,6,Idaho,75-84 years,0.0,0.0,0.0
2020,6,Idaho,85 years and over,0.0,0.0,0.0
2020,6,Illinois,0-17 years,0.0,1153.0,0.0
2020,6,Illinois,18-29 years,0.0,1153.0,0.0
2020,6,Illinois,30-39 years,19.0,1153.0,0.01647875108412836
2020,6,Illinois,40-49 years,42.0,1153.0,0.03642671292281006
2020,6,Illinois,50-64 years,199.0,1153.0,0.17259323503902863
2020,6,Illinois,65-74 years,251.0,1153.0,0.21769297484822203
2020,6,Illinois,75-84 years,279.0,1153.0,0.2419774501300954
2020,6,Illinois,85 years and over,363.0,1153.0,0.3148308759757155
2020,6,Indiana,0-17 years,0.0,445.0,0.0
2020,6,Indiana,18-29 years,0.0,445.0,0.0
2020,6,Indiana,30-39 years,0.0,445.0,0.0
2020,6,Indiana,40-49 years,0.0,445.0,0.0
2020,6,Indiana,50-64 years,55.0,445.0,0.12359550561797752
2020,6,Indiana,65-74 years,103.0,445.0,0.23146067415730337
2020,6,Indiana,75-84 years,126.0,445.0,0.28314606741573034
2020,6,Indiana,85 years and over,161.0,445.0,0.36179775280898874
2020,6,Iowa,0-17 years,0.0,150.0,0.0
2020,6,Iowa,18-29 years,0.0,150.0,0.0
2020,6,Iowa,30-39 years,0.0,150.0,0.0
2020,6,Iowa,40-49 years,0.0,150.0,0.0
2020,6,Iowa,50-64 years,25.0,150.0,0.16666666666666666
2020,6,Iowa,65-74 years,40.0,150.0,0.26666666666666666
2020,6,Iowa,75-84 years,36.0,150.0,0.24
2020,6,Iowa,85 years and over,49.0,150.0,0.32666666666666666
2020,6,Kansas,0-17 years,0.0,65.0,0.0
2020,6,Kansas,18-29 years,0.0,65.0,0.0
2020,6,Kansas,30-39 years,0.0,65.0,0.0
2020,6,Kansas,40-49 years,0.0,65.0,0.0
2020,6,Kansas,50-64 years,10.0,65.0,0.15384615384615385
2020,6,Kansas,65-74 years,17.0,65.0,0.26153846153846155
2020,6,Kansas,75-84 years,18.0,65.0,0.27692307692307694
2020,6,Kansas,85 years and over,20.0,65.0,0.3076923076923077
2020,6,Kentucky,0-17 years,0.0,145.0,0.0
2020,6,Kentucky,18-29 years,0.0,145.0,0.0
2020,6,Kentucky,30-39 years,0.0,145.0,0.0
2020,6,Kentucky,40-49 years,0.0,145.0,0.0
2020,6,Kentucky,50-64 years,18.0,145.0,0.12413793103448276
2020,6,Kentucky,65-74 years,30.0,145.0,0.20689655172413793
2020,6,Kentucky,75-84 years,40.0,145.0,0.27586206896551724
2020,6,Kentucky,85 years and over,57.0,145.0,0.3931034482758621
2020,6,Louisiana,0-17 years,0.0,346.0,0.0
2020,6,Louisiana,18-29 years,0.0,346.0,0.0
2020,6,Louisiana,30-39 years,0.0,346.0,0.0
2020,6,Louisiana,40-49 years,0.0,346.0,0.0
2020,6,Louisiana,50-64 years,57.0,346.0,0.16473988439306358
2020,6,Louisiana,65-74 years,81.0,346.0,0.23410404624277456
2020,6,Louisiana,75-84 years,102.0,346.0,0.2947976878612717
2020,6,Louisiana,85 years and over,106.0,346.0,0.3063583815028902
2020,6,Maine,0-17 years,0.0,0.0,0.0
2020,6,Maine,18-29 years,0.0,0.0,0.0
2020,6,Maine,30-39 years,0.0,0.0,0.0
2020,6,Maine,40-49 years,0.0,0.0,0.0
2020,6,Maine,50-64 years,0.0,0.0,0.0
2020,6,Maine,65-74 years,0.0,0.0,0.0
2020,6,Maine,75-84 years,0.0,0.0,0.0
2020,6,Maine,85 years and over,0.0,0.0,0.0
2020,6,Maryland,0-17 years,0.0,668.0,0.0
2020,6,Maryland,18-29 years,0.0,668.0,0.0
2020,6,Maryland,30-39 years,12.0,668.0,0.017964071856287425
2020,6,Maryland,40-49 years,26.0,668.0,0.038922155688622756
2020,6,Maryland,50-64 years,126.0,668.0,0.18862275449101795
2020,6,Maryland,65-74 years,120.0,668.0,0.17964071856287425
2020,6,Maryland,75-84 years,178.0,668.0,0.26646706586826346
2020,6,Maryland,85 years and over,206.0,668.0,0.3083832335329341
2020,6,Massachusetts,0-17 years,0.0,627.0,0.0
2020,6,Massachusetts,18-29 years,0.0,627.0,0.0
2020,6,Massachusetts,30-39 years,0.0,627.0,0.0
2020,6,Massachusetts,40-49 years,12.0,627.0,0.019138755980861243
2020,6,Massachusetts,50-64 years,66.0,627.0,0.10526315789473684
2020,6,Massachusetts,65-74 years,103.0,627.0,0.16427432216905902
2020,6,Massachusetts,75-84 years,167.0,627.0,0.266347687400319
2020,6,Massachusetts,85 years and over,279.0,627.0,0.4449760765550239
2020,6,Michigan,0-17 years,0.0,285.0,0.0
2020,6,Michigan,18-29 years,0.0,285.0,0.0
2020,6,Michigan,30-39 years,0.0,285.0,0.0
2020,6,Michigan,40-49 years,0.0,285.0,0.0
2020,6,Michigan,50-64 years,40.0,285.0,0.14035087719298245
2020,6,Michigan,65-74 years,69.0,285.0,0.24210526315789474
2020,6,Michigan,75-84 years,70.0,285.0,0.24561403508771928
2020,6,Michigan,85 years and over,106.0,285.0,0.3719298245614035
2020,6,Minnesota,0-17 years,0.0,357.0,0.0
2020,6,Minnesota,18-29 years,0.0,357.0,0.0
2020,6,Minnesota,30-39 years,0.0,357.0,0.0
2020,6,Minnesota,40-49 years,0.0,357.0,0.0
2020,6,Minnesota,50-64 years,44.0,357.0,0.12324929971988796
2020,6,Minnesota,65-74 years,61.0,357.0,0.17086834733893558
2020,6,Minnesota,75-84 years,92.0,357.0,0.25770308123249297
2020,6,Minnesota,85 years and over,160.0,357.0,0.4481792717086835
2020,6,Mississippi,0-17 years,0.0,310.0,0.0
2020,6,Mississippi,18-29 years,0.0,310.0,0.0
2020,6,Mississippi,30-39 years,0.0,310.0,0.0
2020,6,Mississippi,40-49 years,15.0,310.0,0.04838709677419355
2020,6,Mississippi,50-64 years,74.0,310.0,0.23870967741935484
2020,6,Mississippi,65-74 years,74.0,310.0,0.23870967741935484
2020,6,Mississippi,75-84 years,73.0,310.0,0.23548387096774193
2020,6,Mississippi,85 years and over,74.0,310.0,0.23870967741935484
2020,6,Missouri,0-17 years,0.0,188.0,0.0
2020,6,Missouri,18-29 years,0.0,188.0,0.0
2020,6,Missouri,30-39 years,0.0,188.0,0.0
2020,6,Missouri,40-49 years,0.0,188.0,0.0
2020,6,Missouri,50-64 years,23.0,188.0,0.12234042553191489
2020,6,Missouri,65-74 years,32.0,188.0,0.1702127659574468
2020,6,Missouri,75-84 years,45.0,188.0,0.2393617021276596
2020,6,Missouri,85 years and over,88.0,188.0,0.46808510638297873
2020,6,Montana,0-17 years,0.0,0.0,0.0
2020,6,Montana,18-29 years,0.0,0.0,0.0
2020,6,Montana,30-39 years,0.0,0.0,0.0
2020,6,Montana,40-49 years,0.0,0.0,0.0
2020,6,Montana,50-64 years,0.0,0.0,0.0
2020,6,Montana,65-74 years,0.0,0.0,0.0
2020,6,Montana,75-84 years,0.0,0.0,0.0
2020,6,Montana,85 years and over,0.0,0.0,0.0
2020,6,Nebraska,0-17 years,0.0,83.0,0.0
2020,6,Nebraska,18-29 years,0.0,83.0,0.0
2020,6,Nebraska,30-39 years,0.0,83.0,0.0
2020,6,Nebraska,40-49 years,0.0,83.0,0.0
2020,6,Nebraska,50-64 years,25.0,83.0,0.30120481927710846
2020,6,Nebraska,65-74 years,19.0,83.0,0.2289156626506024
2020,6,Nebraska,75-84 years,18.0,83.0,0.21686746987951808
2020,6,Nebraska,85 years and over,21.0,83.0,0.25301204819277107
2020,6,Nevada,0-17 years,0.0,85.0,0.0
2020,6,Nevada,18-29 years,0.0,85.0,0.0
2020,6,Nevada,30-39 years,0.0,85.0,0.0
2020,6,Nevada,40-49 years,0.0,85.0,0.0
2020,6,Nevada,50-64 years,19.0,85.0,0.2235294117647059
2020,6,Nevada,65-74 years,20.0,85.0,0.23529411764705882
2020,6,Nevada,75-84 years,34.0,85.0,0.4
2020,6,Nevada,85 years and over,12.0,85.0,0.1411764705882353
2020,6,New Hampshire,0-17 years,0.0,91.0,0.0
2020,6,New Hampshire,18-29 years,0.0,91.0,0.0
2020,6,New Hampshire,30-39 years,0.0,91.0,0.0
2020,6,New Hampshire,40-49 years,0.0,91.0,0.0
2020,6,New Hampshire,50-64 years,0.0,91.0,0.0
2020,6,New Hampshire,65-74 years,15.0,91.0,0.16483516483516483
2020,6,New Hampshire,75-84 years,25.0,91.0,0.27472527472527475
2020,6,New Hampshire,85 years and over,51.0,91.0,0.5604395604395604
2020,6,New Jersey,0-17 years,0.0,823.0,0.0
2020,6,New Jersey,18-29 years,0.0,823.0,0.0
2020,6,New Jersey,30-39 years,0.0,823.0,0.0
2020,6,New Jersey,40-49 years,26.0,823.0,0.031591737545565005
2020,6,New Jersey,50-64 years,130.0,823.0,0.15795868772782504
2020,6,New Jersey,65-74 years,172.0,823.0,0.20899149453219928
2020,6,New Jersey,75-84 years,192.0,823.0,0.2332928311057108
2020,6,New Jersey,85 years and over,303.0,823.0,0.36816524908869985
2020,6,New Mexico,0-17 years,0.0,117.0,0.0
2020,6,New Mexico,18-29 years,0.0,117.0,0.0
2020,6,New Mexico,30-39 years,0.0,117.0,0.0
2020,6,New Mexico,40-49 years,0.0,117.0,0.0
2020,6,New Mexico,50-64 years,35.0,117.0,0.29914529914529914
2020,6,New Mexico,65-74 years,31.0,117.0,0.26495726495726496
2020,6,New Mexico,75-84 years,25.0,117.0,0.21367521367521367
2020,6,New Mexico,85 years and over,26.0,117.0,0.2222222222222222
2020,6,New York,0-17 years,0.0,612.0,0.0
2020,6,New York,18-29 years,0.0,612.0,0.0
2020,6,New York,30-39 years,0.0,612.0,0.0
2020,6,New York,40-49 years,0.0,612.0,0.0
2020,6,New York,50-64 years,86.0,612.0,0.14052287581699346
2020,6,New York,65-74 years,133.0,612.0,0.2173202614379085
2020,6,New York,75-84 years,160.0,612.0,0.26143790849673204
2020,6,New York,85 years and over,233.0,612.0,0.380718954248366
2020,6,North Carolina,0-17 years,0.0,459.0,0.0
2020,6,North Carolina,18-29 years,0.0,459.0,0.0
2020,6,North Carolina,30-39 years,0.0,459.0,0.0
2020,6,North Carolina,40-49 years,28.0,459.0,0.06100217864923747
2020,6,North Carolina,50-64 years,98.0,459.0,0.21350762527233116
2020,6,North Carolina,65-74 years,94.0,459.0,0.2047930283224401
2020,6,North Carolina,75-84 years,121.0,459.0,0.2636165577342048
2020,6,North Carolina,85 years and over,118.0,459.0,0.2570806100217865
2020,6,North Dakota,0-17 years,0.0,0.0,0.0
2020,6,North Dakota,18-29 years,0.0,0.0,0.0
2020,6,North Dakota,30-39 years,0.0,0.0,0.0
2020,6,North Dakota,40-49 years,0.0,0.0,0.0
2020,6,North Dakota,50-64 years,0.0,0.0,0.0
2020,6,North Dakota,65-74 years,0.0,0.0,0.0
2020,6,North Dakota,75-84 years,0.0,0.0,0.0
2020,6,North Dakota,85 years and over,0.0,0.0,0.0
2020,6,Ohio,0-17 years,0.0,537.0,0.0
2020,6,Ohio,18-29 years,0.0,537.0,0.0
2020,6,Ohio,30-39 years,0.0,537.0,0.0
2020,6,Ohio,40-49 years,0.0,537.0,0.0
2020,6,Ohio,50-64 years,88.0,537.0,0.16387337057728119
2020,6,Ohio,65-74 years,120.0,537.0,0.22346368715083798
2020,6,Ohio,75-84 years,144.0,537.0,0.2681564245810056
2020,6,Ohio,85 years and over,185.0,537.0,0.34450651769087526
2020,6,Oklahoma,0-17 years,0.0,66.0,0.0
2020,6,Oklahoma,18-29 years,0.0,66.0,0.0
2020,6,Oklahoma,30-39 years,0.0,66.0,0.0
2020,6,Oklahoma,40-49 years,0.0,66.0,0.0
2020,6,Oklahoma,50-64 years,16.0,66.0,0.24242424242424243
2020,6,Oklahoma,65-74 years,11.0,66.0,0.16666666666666666
2020,6,Oklahoma,75-84 years,17.0,66.0,0.25757575757575757
2020,6,Oklahoma,85 years and over,22.0,66.0,0.3333333333333333
2020,6,Oregon,0-17 years,0.0,52.0,0.0
2020,6,Oregon,18-29 years,0.0,52.0,0.0
2020,6,Oregon,30-39 years,0.0,52.0,0.0
2020,6,Oregon,40-49 years,0.0,52.0,0.0
2020,6,Oregon,50-64 years,0.0,52.0,0.0
2020,6,Oregon,65-74 years,13.0,52.0,0.25
2020,6,Oregon,75-84 years,12.0,52.0,0.23076923076923078
2020,6,Oregon,85 years and over,27.0,52.0,0.5192307692307693
2020,6,Pennsylvania,0-17 years,0.0,819.0,0.0
2020,6,Pennsylvania,18-29 years,0.0,819.0,0.0
2020,6,Pennsylvania,30-39 years,0.0,819.0,0.0
2020,6,Pennsylvania,40-49 years,18.0,819.0,0.02197802197802198
2020,6,Pennsylvania,50-64 years,107.0,819.0,0.13064713064713065
2020,6,Pennsylvania,65-74 years,149.0,819.0,0.18192918192918192
2020,6,Pennsylvania,75-84 years,204.0,819.0,0.2490842490842491
2020,6,Pennsylvania,85 years and over,341.0,819.0,0.4163614163614164
2020,6,Rhode Island,0-17 years,0.0,145.0,0.0
2020,6,Rhode Island,18-29 years,0.0,145.0,0.0
2020,6,Rhode Island,30-39 years,0.0,145.0,0.0
2020,6,Rhode Island,40-49 years,0.0,145.0,0.0
2020,6,Rhode Island,50-64 years,11.0,145.0,0.07586206896551724
